voice4	voice3	voice2	voice1	harm	beat	meter	onset_strength	beat_strength	LABEL	similarity
8F#\J	16A/	8r	8r	V65	2	M3/8	1.0	weak beat	0.0	0.5
8F#\J	16c/JJ	8r	8r	V65	2.25	M3/8	1.0	off beat	0.0	0.4
8F#\L	16A/LL	4ee\	4eee\	V65	1	M3/8	3.0	strong beat	0.0	0.6666666666666666
8F#\L	16c/	4ee\	4eee\	V65	1.25	M3/8	1.0	off beat	0.0	0.6666666666666666
8F#\	16A/	4ee\	4eee\	V65	1.5	M3/8	1.0	weak beat	0.0	0.6666666666666666
8F#\	16c/	4ee\	4eee\	V65	1.75	M3/8	1.0	off beat	0.0	0.3333333333333333
8F#\J	16A/	32dd\LLL	32ddd\LLL	V65	2	M3/8	3.0	weak beat	0.0	0.6666666666666666
8F#\J	16A/	32cc\	32ccc\	V65	2.125	M3/8	2.0	off beat	0.0	0.3333333333333333
8F#\J	16d/JJ	32b\	32bb\	V65	2.25	M3/8	3.0	off beat	0.0	0.6666666666666666
8F#\J	16d/JJ	32a\JJJ	32aa\JJJ	V65	2.375	M3/8	2.0	off beat	0.0	0.0
8G\L	16B\LL	8cc\L	8ccc\L	I	1	M3/8	4.0	strong beat	1.0	0.6666666666666666
8G\L	16d\	8cc\L	8ccc\L	I	1.25	M3/8	1.0	off beat	0.0	0.4
8G\	16B\	8b\	8bb\	I	1.5	M3/8	3.0	weak beat	0.0	0.8
8G\	16d\	8b\	8bb\	I	1.75	M3/8	1.0	off beat	0.0	0.8
8G\J	16B\	8b\J	8bb\J	I	2	M3/8	1.0	weak beat	0.0	0.8
8G\J	16d\JJ	8b\J	8bb\J	I	2.25	M3/8	1.0	off beat	0.0	0.8
8G\	8B\	16g/LL	4bb\	I	1	M3/8	2.0	strong beat	0.0	1.0
8G\	8B\	16b/	4bb\	I	1.25	M3/8	1.0	off beat	0.0	1.0
8r	8r	16g/	4bb\	I	1.5	M3/8	1.0	weak beat	0.0	0.6666666666666666
8r	8r	16b/	4bb\	I	1.75	M3/8	1.0	off beat	0.0	0.0
8r	8g/	16g/	32aa\LLL	I	2	M3/8	2.0	weak beat	0.0	0.6666666666666666
8r	8g/	16g/	32gg\	I	2.125	M3/8	1.0	off beat	0.0	0.5
8r	8g/	16b/JJ	32ff#\	I	2.25	M3/8	2.0	off beat	0.0	0.6666666666666666
8r	8g/	16b/JJ	32ee\JJJ	I	2.375	M3/8	1.0	off beat	0.0	0.3333333333333333
4.r	8f#/L	16a/LL	8ee\L	V43/vi	1	M3/8	2.0	strong beat	1.0	0.6666666666666666
4.r	8f#/L	16b/	8ee\L	V43/vi	1.25	M3/8	1.0	off beat	0.0	0.3333333333333333
4.r	8f#/	16a/	8dd#\	V43/vi	1.5	M3/8	2.0	weak beat	0.0	0.6666666666666666
4.r	8f#/	16b/	8dd#\	V43/vi	1.75	M3/8	1.0	off beat	0.0	0.6666666666666666
4.r	8f#/J	16a/	8dd#\J	V43/vi	2	M3/8	1.0	weak beat	0.0	0.6666666666666666
4.r	8f#/J	16b/JJ	8dd#\J	V43/vi	2.25	M3/8	1.0	off beat	0.0	0.3333333333333333
4.r	8e/L	16g/LL	4bb\	vi	1	M3/8	3.0	strong beat	1.0	0.8
4.r	8e/L	16b/	4bb\	vi	1.25	M3/8	1.0	off beat	0.0	0.8
4.r	8e/	16g/	4bb\	vi	1.5	M3/8	1.0	weak beat	0.0	0.8
4.r	8e/	16b/	4bb\	vi	1.75	M3/8	1.0	off beat	0.0	0.4
4.r	8e/J	16g/	32aa\LLL	vi	2	M3/8	2.0	weak beat	0.0	0.8
4.r	8e/J	16g/	32gg\	vi	2.125	M3/8	1.0	off beat	0.0	0.4
4.r	8e/J	16b/JJ	32ff#\	vi	2.25	M3/8	2.0	off beat	0.0	0.8
4.r	8e/J	16b/JJ	32ee\JJJ	vi	2.375	M3/8	1.0	off beat	0.0	0.4
4.r	8e/L	16g/LL	8dd\L	V43	1	M3/8	2.0	strong beat	1.0	0.6666666666666666
4.r	8e/L	16a/	8dd\L	V43	1.25	M3/8	1.0	off beat	0.0	0.3333333333333333
4.r	8e/	16g/	8cc#\	V43	1.5	M3/8	2.0	weak beat	0.0	0.6666666666666666
4.r	8e/	16a/	8cc#\	V43	1.75	M3/8	1.0	off beat	0.0	0.6666666666666666
4.r	8e/J	16g/	8cc#\J	V43	2	M3/8	1.0	weak beat	0.0	0.6666666666666666
4.r	8e/J	16a/JJ	8cc#\J	V43	2.25	M3/8	1.0	off beat	0.0	0.6666666666666666
4.r	8f#/L	8.a\L	16ee\LL	I	1	M3/8	2.0	strong beat	1.0	0.6666666666666666
4.r	8f#/L	8.a\L	16dd\	I	1.25	M3/8	1.0	off beat	0.0	0.6666666666666666
4.r	8c#/	8.a\L	16ff#\	I	1.5	M3/8	2.0	weak beat	0.0	0.4
4.r	8c#/	16ee\L	16ee\	I	1.75	M3/8	1.0	off beat	0.0	0.4
4.r	8d/J	16ee\	16gg\	I	2	M3/8	2.0	weak beat	0.0	0.4
4.r	8d/J	16dd\JJ	16ff#\JJ	I	2.25	M3/8	2.0	off beat	0.0	0.8
4.r	4.A/	8dd\L	8ff#\L	V	1	M3/8	1.0	strong beat	1.0	0.3333333333333333
4.r	4.A/	8cc#\	8ee\	V	1.5	M3/8	2.0	weak beat	0.0	1.0
4.r	4.A/	8cc#\J	8ee\J	V	2	M3/8	0.0	weak beat	0.0	0.0
8G\L	8g/L	8r	8r	V7	1	M3/8	2.0	strong beat	1.0	0.0
8E\	8e/	8a/L	8aa\L	V7	1.5	M3/8	4.0	weak beat	0.0	0.5
8C#\J	8c#/J	8a/J	8aa\J	V7	2	M3/8	2.0	weak beat	0.0	0.6666666666666666
8A\L	8a/L	8r	8r	I	1	M3/8	1.0	strong beat	1.0	0.6666666666666666
8F#\	8f#/	8a/L	8aa\L	I	1.5	M3/8	3.0	weak beat	0.0	0.5
8D\J	8d/J	8a/J	8aa\J	I	2	M3/8	2.0	weak beat	0.0	0.0
8c/L	8cc\L	8r	8r	V7/V/V	1	M3/8	2.0	strong beat	1.0	0.0
8B/	8b\	8a\L	8aa\L	V7/V/V	1.5	M3/8	4.0	weak beat	0.0	0.6666666666666666
8d#/J	8b\J	8ff#\J	8aa\J	V7/V/V	2	M3/8	2.0	weak beat	0.0	0.2857142857142857
8e/L	8b/L	8ee\L	8gg#\L	V/V	1	M3/8	3.0	strong beat	1.0	0.2857142857142857
8c#/	8a/	8ee\	8ggn\	V65	1.5	M3/8	3.0	weak beat	1.0	0.2857142857142857
8d/J	8a/J	8dd\J	8ff#\J	I	2	M3/8	3.0	weak beat	1.0	0.0
8G/L	8g/L	8b/L	8ee\L	ii6	1	M3/8	4.0	strong beat	1.0	0.0
8A/	8f#/	8a/	8dd\	C64	1.5	M3/8	4.0	weak beat	1.0	0.2857142857142857
8A/J	8e/J	8g/J	8cc#\J	V7	2	M3/8	3.0	weak beat	1.0	0.2857142857142857
8f#/L	8a/L	8dd\L	8ddd\L	I6	1	M3/8	4.0	strong beat	1.0	0.0
8e/	8g/	8cc#\	8ccc#\	V43	1.5	M3/8	4.0	weak beat	1.0	0.0
8d/J	8f#/J	8b\J	8bb\J	I	2	M3/8	4.0	weak beat	1.0	0.0
8c#/L	8e/L	8a#/L	8aa#\L	viio6/vi	1	M3/8	4.0	strong beat	1.0	0.0
8d/	8f#/	8b/	8bb\	vi6	1.5	M3/8	4.0	weak beat	1.0	0.6666666666666666
8B/J	8d/J	8g#/J	8gg#\J	viio6/V	2	M3/8	3.0	weak beat	1.0	0.0
8c#\L	8e/L	8a/L	8aa\L	V6	1	M3/8	4.0	strong beat	1.0	0.3333333333333333
8A#\	8c#/	8g/	8gg\	viio7/vi	1.5	M3/8	3.0	weak beat	1.0	0.0
8B\J	8d/J	8f#/J	8ff#\J	vi	2	M3/8	4.0	weak beat	1.0	0.3333333333333333
4.G\	4B/	8e/L	8ee\L	ii6	1	M3/8	3.0	strong beat	1.0	0.8
4.G\	4B/	8g/	8gg\	ii6	1.5	M3/8	2.0	weak beat	0.0	1.0
4.G\	8g/	8b/J	8bb\J	ii6	2	M3/8	2.0	weak beat	0.0	0.0
4.A\	4f#/	4a/	4dd\	C64	1	M3/8	4.0	strong beat	1.0	0.5714285714285714
4.A\	8c#/	8g/	16ff#\LL	V7	2	M3/8	3.0	weak beat	1.0	0.75
4.A\	8c#/	8g/	16ee\JJ	V7	2.25	M3/8	1.0	off beat	0.0	0.0
4D\	16d/LL	4.ff#\	4.ddd\	I	1	M3/8	4.0	strong beat	1.0	1.0
4D\	16dd/	4.ff#\	4.ddd\	I	1.25	M3/8	1.0	off beat	0.0	1.0
4D\	16d/	4.ff#\	4.ddd\	I	1.5	M3/8	1.0	weak beat	0.0	1.0
4D\	16dd/	4.ff#\	4.ddd\	I	1.75	M3/8	1.0	off beat	0.0	1.0
8r	16d/	4.ff#\	4.ddd\	I	2	M3/8	1.0	weak beat	0.0	1.0
8r	16dd/JJ	4.ff#\	4.ddd\	I	2.25	M3/8	1.0	off beat	0.0	0.4
4.r	16d/LL	16aa\LL	16ccc#\LL	IV64	1	M3/8	3.0	strong beat	1.0	0.3333333333333333
4.r	16dd/	16gg\J	16bb\J	IV64	1.25	M3/8	3.0	off beat	0.0	1.0
4.r	16d/	8gg\J	8bb\J	IV64	1.5	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/	8gg\J	8bb\J	IV64	1.75	M3/8	1.0	off beat	0.0	0.5
4.r	16d/	8r	8r	IV64	2	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/JJ	8r	8r	IV64	2.25	M3/8	1.0	off beat	0.0	0.5
4.G\	16d/LL	4.B/	4.r	IV	1	M3/8	3.0	strong beat	1.0	1.0
4.G\	16dd/	4.B/	4.r	IV	1.25	M3/8	1.0	off beat	0.0	1.0
4.G\	16d/	4.B/	4.r	IV	1.5	M3/8	1.0	weak beat	0.0	1.0
4.G\	16dd/	4.B/	4.r	IV	1.75	M3/8	1.0	off beat	0.0	1.0
4.G\	16d/	4.B/	4.r	IV	2	M3/8	1.0	weak beat	0.0	1.0
4.G\	16dd/JJ	4.B/	4.r	IV	2.25	M3/8	1.0	off beat	0.0	0.3333333333333333
16E#\LL	16d/LL	16G#/LL	4.r	I6	1	M3/8	3.0	strong beat	1.0	0.3333333333333333
16F#\J	16dd/	16A/J	4.r	I6	1.25	M3/8	3.0	off beat	0.0	1.0
8F#\J	16d/	8A/J	4.r	I6	1.5	M3/8	1.0	weak beat	0.0	1.0
8F#\J	16dd/	8A/J	4.r	I6	1.75	M3/8	1.0	off beat	0.0	0.5
8r	16d/	8r	4.r	I6	2	M3/8	1.0	weak beat	0.0	1.0
8r	16dd/JJ	8r	4.r	I6	2.25	M3/8	1.0	off beat	0.0	0.6666666666666666
4.r	16d/LL	4.ff#\	4.ddd\	I	1	M3/8	3.0	strong beat	1.0	1.0
4.r	16dd/	4.ff#\	4.ddd\	I	1.25	M3/8	1.0	off beat	0.0	1.0
4.r	16d/	4.ff#\	4.ddd\	I	1.5	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/	4.ff#\	4.ddd\	I	1.75	M3/8	1.0	off beat	0.0	1.0
4.r	16d/	4.ff#\	4.ddd\	I	2	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/JJ	4.ff#\	4.ddd\	I	2.25	M3/8	1.0	off beat	0.0	0.4
4.r	16d/LL	16aa\LL	16ccc#\LL	IV64	1	M3/8	3.0	strong beat	1.0	0.3333333333333333
4.r	16dd/	16gg\J	16bb\J	IV64	1.25	M3/8	3.0	off beat	0.0	1.0
4.r	16d/	8gg\J	8bb\J	IV64	1.5	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/	8gg\J	8bb\J	IV64	1.75	M3/8	1.0	off beat	0.0	0.5
4.r	16d/	8r	8r	IV64	2	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/JJ	8r	8r	IV64	2.25	M3/8	1.0	off beat	0.0	0.5
4.G\	16d/LL	4.B/	4.r	IV	1	M3/8	3.0	strong beat	1.0	1.0
4.G\	16dd/	4.B/	4.r	IV	1.25	M3/8	1.0	off beat	0.0	1.0
4.G\	16d/	4.B/	4.r	IV	1.5	M3/8	1.0	weak beat	0.0	1.0
4.G\	16dd/	4.B/	4.r	IV	1.75	M3/8	1.0	off beat	0.0	1.0
4.G\	16d/	4.B/	4.r	IV	2	M3/8	1.0	weak beat	0.0	1.0
4.G\	16dd/JJ	4.B/	4.r	IV	2.25	M3/8	1.0	off beat	0.0	0.3333333333333333
16E#\LL	16d/LL	16G#/LL	4.r	I6	1	M3/8	3.0	strong beat	1.0	0.3333333333333333
16F#\J	16dd/	16A/J	4.r	I6	1.25	M3/8	3.0	off beat	0.0	1.0
8F#\J	16d/	8A/J	4.r	I6	1.5	M3/8	1.0	weak beat	0.0	1.0
8F#\J	16dd/	8A/J	4.r	I6	1.75	M3/8	1.0	off beat	0.0	0.5
8r	16d/	8r	4.r	I6	2	M3/8	1.0	weak beat	0.0	1.0
8r	16dd/JJ	8r	4.r	I6	2.25	M3/8	1.0	off beat	0.0	0.6666666666666666
4.r	16d/LL	16ee\LL	16ddd\LL	I	1	M3/8	3.0	strong beat	1.0	0.4
4.r	16dd/	16gg\J	16ccc#\J	I	1.25	M3/8	3.0	off beat	0.0	1.0
4.r	16d/	8gg\J	8ccc#\J	I	1.5	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/	8gg\J	8ccc#\J	I	1.75	M3/8	1.0	off beat	0.0	0.5
4.r	16d/	8r	8r	I	2	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/JJ	8r	8r	I	2.25	M3/8	1.0	off beat	0.0	0.5
4.r	16d/LL	16gg\LL	16eee\LL	I	1	M3/8	3.0	strong beat	0.0	0.4
4.r	16dd/	16ff#\J	16ddd\J	I	1.25	M3/8	3.0	off beat	0.0	1.0
4.r	16d/	8ff#\J	8ddd\J	I	1.5	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/	8ff#\J	8ddd\J	I	1.75	M3/8	1.0	off beat	0.0	0.6666666666666666
4.r	16d/	8r	8r	I	2	M3/8	1.0	weak beat	0.0	1.0
4.r	16dd/JJ	8r	8r	I	2.25	M3/8	1.0	off beat	0.0	0.6666666666666666
8c\L	16d/LL	4.r	4.r	I6	1	M3/8	2.0	strong beat	1.0	1.0
8c\L	16dd/	4.r	4.r	I6	1.25	M3/8	1.0	off beat	0.0	0.5
8A\	16d/	4.r	4.r	I6	1.5	M3/8	2.0	weak beat	0.0	1.0
8A\	16dd/	4.r	4.r	I6	1.75	M3/8	1.0	off beat	0.0	0.5
8F#\J	16d/	4.r	4.r	I6	2	M3/8	2.0	weak beat	0.0	1.0
8F#\J	16dd/JJ	4.r	4.r	I6	2.25	M3/8	1.0	off beat	0.0	0.4
4.G\	4d/	8bb\L	8ddd\L	IV	1	M3/8	4.0	strong beat	1.0	1.0
4.G\	4d/	8gg\	8bb\	IV	1.5	M3/8	1.0	weak beat	0.0	0.6666666666666666
4.G\	8e/	16b\L	16gg\L	ii6	2	M3/8	2.0	weak beat	1.0	0.8
4.G\	8e/	16g\JJ	16ee\JJ	ii6	2.25	M3/8	2.0	off beat	0.0	0.0
4A\	8f#/L	4f#/	4dd\	C64	1	M3/8	3.0	strong beat	1.0	1.0
4A\	8a/	4f#/	4dd\	C64	1.5	M3/8	1.0	weak beat	0.0	0.6666666666666666
8AA/	8c#/J	16a/LL	16ff#\LL	V7	2	M3/8	3.0	weak beat	1.0	0.5714285714285714
8AA/	8c#/J	16g/JJ	16ee\JJ	V7	2.25	M3/8	2.0	off beat	0.0	0.0
4D\	16d/LL	4f#/	16dd\LL	I	1	M3/8	4.0	strong beat	1.0	0.8
4D\	16A/	4f#/	16a\	I	1.25	M3/8	2.0	off beat	0.0	0.8
4D\	16f#/	4f#/	16ff#\	I	1.5	M3/8	1.0	weak beat	0.0	0.8
4D\	16A/	4f#/	16a\	I	1.75	M3/8	2.0	off beat	0.0	0.5
8r	16a/	8a/	16aa\	I	2	M3/8	1.0	weak beat	0.0	1.0
8r	16A/JJ	8a/	16a\JJ	I	2.25	M3/8	1.0	off beat	0.0	0.0
4.r	16g\LL	8g/L	16gg\LL	V7	1	M3/8	2.0	strong beat	1.0	0.6666666666666666
4.r	16A\	8g/L	16a\	V7	1.25	M3/8	2.0	off beat	0.0	0.0
4.r	16e\	8e/	16ee\	V7	1.5	M3/8	2.0	weak beat	0.0	0.6666666666666666
4.r	16A\	8e/	16a\	V7	1.75	M3/8	2.0	off beat	0.0	0.0
4.r	16c#\	8c#/J	16cc#\	V7	2	M3/8	2.0	weak beat	0.0	0.6666666666666666
4.r	16A\JJ	8c#/J	16a\JJ	V7	2.25	M3/8	2.0	off beat	0.0	0.0
16D\LL	8d\L	16d/LL	16dd\LL	I64	1	M3/8	3.0	strong beat	1.0	0.6666666666666666
16AA\	8d\L	16A/	16a\	I64	1.25	M3/8	3.0	off beat	0.0	0.0
16F#\	8F#\	16f#/	16ff#\	I64	1.5	M3/8	3.0	weak beat	0.0	0.6666666666666666
16AA\	8F#\	16A/	16a\	I64	1.75	M3/8	3.0	off beat	0.0	0.6666666666666666
16A\	8A\J	16a/	16aa\	I64	2	M3/8	1.0	weak beat	0.0	1.0
16AA\JJ	8A\J	16A/JJ	16a\JJ	I64	2.25	M3/8	1.0	off beat	0.0	0.0
16G\LL	8G\L	16g\LL	16gg\LL	V7	1	M3/8	3.0	strong beat	1.0	0.6666666666666666
16AA\	8G\L	16A\	16a\	V7	1.25	M3/8	3.0	off beat	0.0	0.0
16E\	8E\	16e\	16ee\	V7	1.5	M3/8	3.0	weak beat	0.0	0.6666666666666666
16AA\	8E\	16A\	16a\	V7	1.75	M3/8	3.0	off beat	0.0	0.0
16C#\	8C#\J	16c#\	16cc#\	V7	2	M3/8	3.0	weak beat	0.0	0.6666666666666666
16AA\JJ	8C#\J	16A\JJ	16a\JJ	V7	2.25	M3/8	3.0	off beat	0.0	0.0
16D/LL	16D\LL	8d/L	16dd/LL	I	1	M3/8	3.0	strong beat	1.0	0.6666666666666666
16AA/	16A\	8d/L	16a/	I	1.25	M3/8	3.0	off beat	0.0	0.0
16FF#/	16F#\	16f#/L	16f#/	I	1.5	M3/8	3.0	weak beat	0.0	0.0
16AA/	16A\	16a/	16a/	I	1.75	M3/8	3.0	off beat	0.0	0.0
16D/	16d\	16dd/	16dd/	I	2	M3/8	3.0	weak beat	0.0	0.0
16AA/JJ	16A\JJ	16a/JJ	16a/JJ	I	2.25	M3/8	3.0	off beat	0.0	0.0
8D/L	8d\L	8f#\L	8dd/L	I	1	M3/8	4.0	strong beat	0.0	0.8
8DD/	8F#\	8A\	8d/	I	1.5	M3/8	3.0	weak beat	0.0	1.0
8DD/J	8F#\J	8A\J	8d/J	I	2	M3/8	0.0	weak beat	0.0	1.0
8DD/	8F#\	8A\	8d/	I	1	M3/8	0.0	strong beat	0.0	0.0
1r	1r	1r	16B-/LL	.	4.5	M4/4	1.0	off beat	1.0	0.0
1r	1r	1r	16e-/JJ	.	4.75	M4/4	1.0	off beat	0.0	1.0
4E-\	8r	8r	2e-/	I	1	M4/4	1.0	strong beat	1.0	0.6666666666666666
4E-\	8G\L	8e-/L	2e-/	I	1.5	M4/4	1.0	off beat	0.0	1.0
4r	8G\	8e-/	2e-/	I	2	M4/4	0.0	weak beat	0.0	1.0
4r	8G\J	8e-/J	2e-/	I	2.5	M4/4	0.0	off beat	0.0	0.0
4BB-/	8r	8r	4.b-\	V7	3	M4/4	2.0	strong beat	1.0	0.5
4BB-/	8A-\L	8d/L	4.b-\	V7	3.5	M4/4	2.0	off beat	0.0	1.0
4r	8A-\	8d/	4.b-\	V7	4	M4/4	0.0	weak beat	0.0	0.8
4r	8A-\J	8d/J	16a-/LL	V7	4.5	M4/4	1.0	off beat	0.0	0.8
4r	8A-\J	8d/J	16f/JJ	V7	4.75	M4/4	1.0	off beat	0.0	0.0
4EE-/	8r	8r	8e-/L	I	1	M4/4	2.0	strong beat	1.0	0.6666666666666666
4EE-/	8G\L	8e-/L	8g/J	I	1.5	M4/4	2.0	off beat	0.0	0.8
4r	8G\	8e-/	8b-\L	I	2	M4/4	1.0	weak beat	0.0	0.8
4r	8G\J	8e-/J	16ee-\L	I	2.5	M4/4	1.0	off beat	0.0	0.8
4r	8G\J	8e-/J	16b-\JJ	I	2.75	M4/4	1.0	off beat	0.0	0.8
4E-\	8r	8r	4.b-\	V7/IV	3	M4/4	1.0	strong beat	1.0	0.6666666666666666
4E-\	8G\L	8d-/L	4.b-\	V7/IV	3.5	M4/4	2.0	off beat	0.0	0.8571428571428571
4r	8G\	8d-/	4.b-\	V7/IV	4	M4/4	0.0	weak beat	0.0	0.6666666666666666
4r	8G\J	8d-/J	8bn\	V7/IV	4.5	M4/4	1.0	off beat	0.0	0.0
4AA-/	8r	8r	2cc\	IV	1	M4/4	2.0	strong beat	1.0	1.0
4AA-/	8A-\L	8c/L	2cc\	IV	1.5	M4/4	2.0	off beat	0.0	1.0
4r	8A-\	8c/	2cc\	IV	2	M4/4	0.0	weak beat	0.0	1.0
4r	8A-\J	8c/J	2cc\	IV	2.5	M4/4	0.0	off beat	0.0	0.5
4BB-/	8r	8r	4.a-/	V7	3	M4/4	2.0	strong beat	1.0	0.6666666666666666
4BB-/	8F\L	8d/L	4.a-/	V7	3.5	M4/4	2.0	off beat	0.0	0.8571428571428571
4r	8F\	8d/	4.a-/	V7	4	M4/4	0.0	weak beat	0.0	0.8
4r	8F\J	8d/J	16f/LL	V7	4.5	M4/4	1.0	off beat	0.0	1.0
4r	8F\J	8d/J	16d/JJ	V7	4.75	M4/4	0.0	off beat	0.0	0.0
4E-'\	4G'\	4e-'/	8e-/L	I	1	M4/4	3.0	strong beat	1.0	1.0
4E-'\	4G'\	4e-'/	8g/J	I	1.5	M4/4	1.0	off beat	0.0	0.0
4BB-'/	4A-'\	4d'/	8b-/L	V7	2	M4/4	4.0	weak beat	1.0	1.0
4BB-'/	4A-'\	4d'/	16a-/L	V7	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
4BB-'/	4A-'\	4d'/	16f/JJ	V7	2.75	M4/4	1.0	off beat	0.0	0.0
4EE-/	4G\	4e-/	4e-/	I	3	M4/4	3.0	strong beat	1.0	0.0
4r	4r	4r	16B-/LL	I	4.5	M4/4	1.0	off beat	0.0	0.0
4r	4r	4r	16e-/JJ	I	4.75	M4/4	1.0	off beat	0.0	1.0
4E-'\	2r	2r	8e-/L	I	1	M4/4	1.0	strong beat	0.0	0.6666666666666666
4E-'\	2r	2r	16B-/L	I	1.5	M4/4	1.0	off beat	0.0	0.5
4E-'\	2r	2r	16f/JJ	I	1.75	M4/4	1.0	off beat	0.0	0.5
4D'\	2r	2r	8f/L	V6	2	M4/4	1.0	weak beat	1.0	0.5
4D'\	2r	2r	16B-/L	V6	2.5	M4/4	1.0	off beat	0.0	0.5
4D'\	2r	2r	16g/JJ	V6	2.75	M4/4	1.0	off beat	0.0	0.5
4E-\	8r	8r	4g'/	I	3	M4/4	1.0	strong beat	1.0	0.6666666666666666
4E-\	16dd\LL	16ff#\LL	4g'/	I	3.5	M4/4	2.0	off beat	0.0	0.6666666666666666
4E-\	16ee-\JJ	16gg\JJ	4g'/	I	3.75	M4/4	2.0	off beat	0.0	1.0
4r	4ee-'\	4gg'\	8r	I	4	M4/4	0.0	weak beat	0.0	0.8
4r	4ee-'\	4gg'\	16B-/LL	I	4.5	M4/4	1.0	off beat	0.0	0.8
4r	4ee-'\	4gg'\	16g/JJ	I	4.75	M4/4	1.0	off beat	0.0	1.0
4E-'\	2r	2r	8g/L	I	1	M4/4	1.0	strong beat	0.0	0.5
4E-'\	2r	2r	16B-/L	I	1.5	M4/4	1.0	off beat	0.0	0.5
4E-'\	2r	2r	16a-/JJ	I	1.75	M4/4	1.0	off beat	0.0	0.5
4F'\	2r	2r	8a-/L	V43	2	M4/4	1.0	weak beat	1.0	0.5
4F'\	2r	2r	16B-/L	V43	2.5	M4/4	1.0	off beat	0.0	1.0
4F'\	2r	2r	16b-/JJ	V43	2.75	M4/4	1.0	off beat	0.0	0.5
4G'\	8r	8r	4b-'\	I6	3	M4/4	1.0	strong beat	1.0	0.6666666666666666
4G'\	16f#/LL	16aan\LL	4b-'\	I6	3.5	M4/4	2.0	off beat	0.0	0.6666666666666666
4G'\	16g/JJ	16bb-\JJ	4b-'\	I6	3.75	M4/4	2.0	off beat	0.0	1.0
4r	4g'/	4bb-'\	8r	I6	4	M4/4	0.0	weak beat	0.0	1.0
4r	4g'/	4bb-'\	16b-\LL	I6	4.5	M4/4	1.0	off beat	0.0	1.0
4r	4g'/	4bb-'\	16bb-\JJ	I6	4.75	M4/4	0.0	off beat	0.0	0.4
4D'\	4f'/	4b-'\	16bb-\LL	V65	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
4D'\	4f'/	4b-'\	16aa-\	V65	1.25	M4/4	1.0	off beat	0.0	0.8571428571428571
4D'\	4f'/	4b-'\	16b-\	V65	1.5	M4/4	0.0	off beat	0.0	0.8571428571428571
4D'\	4f'/	4b-'\	16aa-\JJ	V65	1.75	M4/4	1.0	off beat	0.0	0.5
4E-'\	4g'/	4b-'\	16aa-\LL	I	2	M4/4	2.0	weak beat	1.0	0.8571428571428571
4E-'\	4g'/	4b-'\	16gg\	I	2.25	M4/4	1.0	off beat	0.0	1.0
4E-'\	4g'/	4b-'\	16b-\	I	2.5	M4/4	0.0	off beat	0.0	1.0
4E-'\	4g'/	4b-'\	16bb-\JJ	I	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
4D'\	4f'/	4b-'\	16bb-\LL	V65	3	M4/4	2.0	strong beat	1.0	0.8571428571428571
4D'\	4f'/	4b-'\	16aa-\	V65	3.25	M4/4	1.0	off beat	0.0	0.8571428571428571
4D'\	4f'/	4b-'\	16b-\	V65	3.5	M4/4	0.0	off beat	0.0	0.8571428571428571
4D'\	4f'/	4b-'\	16aa-\JJ	V65	3.75	M4/4	1.0	off beat	0.0	0.5714285714285714
4E-'\	4e-'/	4b-'\	16aa-\LL	I	4	M4/4	2.0	weak beat	1.0	0.6666666666666666
4E-'\	4e-'/	4b-'\	16gg\	I	4.25	M4/4	1.0	off beat	0.0	0.6666666666666666
4E-'\	4e-'/	4b-'\	16cc\	I	4.5	M4/4	1.0	off beat	0.0	1.0
4E-'\	4e-'/	4b-'\	16ccc\JJ	I	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
2AA-/	4.f/	4cc\	8.ccc\L	IV	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
2AA-/	4.f/	4cc\	16gg\Jk	IV	1.75	M4/4	1.0	off beat	0.0	0.5
2AA-/	4.f/	16dd\LL	16bb-\LL	IV	2	M4/4	2.0	weak beat	0.0	0.5714285714285714
2AA-/	4.f/	16cc\	16aa-\	IV	2.25	M4/4	2.0	off beat	0.0	0.3333333333333333
2AA-/	8A-\	16b-\	16gg\	IV	2.5	M4/4	3.0	off beat	0.0	0.4
2AA-/	8A-\	16a-\JJ	16ff\JJ	IV	2.75	M4/4	2.0	off beat	0.0	0.0
4BB-/	4B-\	4g/	4ee-\	C64	3	M4/4	4.0	strong beat	1.0	0.0
4r	4r	4f'/	8dd/L	V	4	M4/4	2.0	weak beat	1.0	0.5
4r	4r	4f'/	16B-/L	V	4.5	M4/4	1.0	off beat	0.0	0.5
4r	4r	4f'/	16e-/JJ	V	4.75	M4/4	1.0	off beat	0.0	0.6666666666666666
4E-\	8r	8r	2e-/	I	1	M4/4	1.0	strong beat	1.0	0.6666666666666666
4E-\	8G\L	8e-/L	2e-/	I	1.5	M4/4	1.0	off beat	0.0	1.0
