voice4	voice3	voice2	voice1	harm	beat	meter	onset_strength	beat_strength	LABEL	similarity
2r	4r	2r	8gg#\	V7	3.5	M4/4	1.0	off beat	0.0	0.0
2r	8r	2r	8ff#\	V7	4	M4/4	1.0	weak beat	0.0	0.0
2r	8g#/	2r	8ee\J	V7	4.5	M4/4	2.0	off beat	0.0	0.0
2r	8f#/L	8r	8dd#\L	V7	1	M4/4	2.0	strong beat	0.0	0.0
2r	8e/	8g#/L	8cc#\	V7	1.5	M4/4	3.0	off beat	0.0	0.0
2r	8d#/	8f#/	8b\	V7	2	M4/4	3.0	weak beat	0.0	0.0
2r	8c#/J	8e/J	8a#\J	V7	2.5	M4/4	3.0	off beat	0.0	0.0
4r	8B\L	8d#/L	8g#/L	V7	3	M4/4	3.0	strong beat	0.0	0.0
4r	8A#\J	8c#/J	8f#/J	V7	3.5	M4/4	3.0	off beat	0.0	0.0
8r	[4B\	[4dn/	4e#/	Gr	4	M4/4	3.0	weak beat	1.0	0.8571428571428571
8F##\	[4B\	[4dn/	4e#/	Gr	4.5	M4/4	1.0	off beat	0.0	0.5714285714285714
4.F#\	8B\L]	8d/L]	[8f#/	C64	1	M4/4	2.0	strong beat	1.0	0.3333333333333333
4.F#\	8A#\	8c#/	4f#/]	V	1.5	M4/4	2.0	off beat	1.0	0.6666666666666666
4.F#\	8c#\	8e/	4f#/]	V	2	M4/4	1.0	weak beat	0.0	0.0
8F##\	[8B\J	[8dn/J	8e#/	Gr	2.5	M4/4	4.0	off beat	1.0	0.5714285714285714
4.F#\	8B\L]	8d/L]	[8f#/	C64	3	M4/4	2.0	strong beat	1.0	0.3333333333333333
4.F#\	8A#\	8c#/	4f#/]	V	3.5	M4/4	2.0	off beat	1.0	0.6666666666666666
4.F#\	8c#\	8e/	4f#/]	V	4	M4/4	1.0	weak beat	0.0	0.0
8F##\	[8B\J	[8d/J	8e#/	Gr	4.5	M4/4	4.0	off beat	1.0	0.5714285714285714
[1F#	8B\L]	8d/L]	[8f#/	C64	1	M4/4	2.0	strong beat	1.0	0.3333333333333333
[1F#	8A#\	8c#/	4.f#/_	V	1.5	M4/4	2.0	off beat	1.0	0.3333333333333333
[1F#	8B\	8d#/	4.f#/_	V	2	M4/4	2.0	weak beat	0.0	0.3333333333333333
[1F#	8c#\J	8e/J	4.f#/_	V	2.5	M4/4	2.0	off beat	0.0	0.5
[1F#	[2F#\	8f#/L	8f#/L]	C64	3	M4/4	0.0	strong beat	1.0	0.5
[1F#	[2F#\	8B/	8d#/	C64	3.5	M4/4	2.0	off beat	0.0	0.3333333333333333
[1F#	[2F#\	8c#/	8e/	C64	4	M4/4	2.0	weak beat	0.0	0.4
[1F#	[2F#\	8d#/J	8f#/J	C64	4.5	M4/4	2.0	off beat	0.0	0.4
2F#\]	2F#\]	8e/L	8g#/L	V	1	M4/4	2.0	strong beat	1.0	0.3333333333333333
2F#\]	2F#\]	8c#/	8a#/	V	1.5	M4/4	2.0	off beat	0.0	0.3333333333333333
2F#\]	2F#\]	8d#/	8b/	V	2	M4/4	2.0	weak beat	0.0	0.3333333333333333
2F#\]	2F#\]	8A#/J	8cc#/J	V	2.5	M4/4	2.0	off beat	0.0	0.3333333333333333
4.F#\	4.F#\	8B\L	8dd#\L	C64	3	M4/4	2.0	strong beat	1.0	0.3333333333333333
4.F#\	4.F#\	8A#\	8cc#\	C64	3.5	M4/4	2.0	off beat	0.0	0.3333333333333333
4.F#\	4.F#\	8B\	8dd#\	C64	4	M4/4	2.0	weak beat	0.0	0.0
8E\	8A#\	8c#\J	8ee\J	V2	4.5	M4/4	4.0	off beat	1.0	0.0
4D#\	4F#\	4B\	16ee#\LL	I6	1	M4/4	4.0	strong beat	1.0	0.8571428571428571
4D#\	4F#\	4B\	16ff#\	I6	1.25	M4/4	1.0	off beat	0.0	1.0
4D#\	4F#\	4B\	16dd#\	I6	1.5	M4/4	1.0	off beat	0.0	1.0
4D#\	4F#\	4B\	16b\JJ	I6	1.75	M4/4	1.0	off beat	0.0	0.0
8r	8r	8r	16a#\LL	V	2	M4/4	1.0	weak beat	1.0	0.0
8r	8r	8r	16f#\	V	2.25	M4/4	1.0	off beat	0.0	0.4
8F#\	8A#\	8c#/	16een\	V	2.5	M4/4	4.0	off beat	0.0	0.8571428571428571
8F#\	8A#\	8c#/	16cc#\JJ	V	2.75	M4/4	1.0	off beat	0.0	0.0
4D#\	4B\	4B/	16ee#\LL	I6	3	M4/4	3.0	strong beat	1.0	0.6666666666666666
4D#\	4B\	4B/	16ff#\	I6	3.25	M4/4	1.0	off beat	0.0	0.8
4D#\	4B\	4B/	16dd#\	I6	3.5	M4/4	1.0	off beat	0.0	1.0
4D#\	4B\	4B/	16b\JJ	I6	3.75	M4/4	1.0	off beat	0.0	0.0
8r	8r	8r	16a#\LL	V7	4	M4/4	1.0	weak beat	1.0	0.0
8r	8r	8r	16f#\	V7	4.25	M4/4	1.0	off beat	0.0	0.4
8F#\	8A#\	8c#/	16een\	V7	4.5	M4/4	4.0	off beat	0.0	0.8571428571428571
8F#\	8A#\	8c#/	16cc#\JJ	V7	4.75	M4/4	1.0	off beat	0.0	0.0
4D#'\	4B'\	4B'/	16ee#\LL	I6	1	M4/4	3.0	strong beat	1.0	0.6666666666666666
4D#'\	4B'\	4B'/	16ff#\	I6	1.25	M4/4	1.0	off beat	0.0	0.8
4D#'\	4B'\	4B'/	16dd#\	I6	1.5	M4/4	1.0	off beat	0.0	1.0
4D#'\	4B'\	4B'/	16b\JJ	I6	1.75	M4/4	1.0	off beat	0.0	0.6666666666666666
4D#'\	4B'\	4f#'/	16aa#\LL	V65/IV	2	M4/4	2.0	weak beat	1.0	0.8571428571428571
4D#'\	4B'\	4f#'/	16bb\	V65/IV	2.25	M4/4	1.0	off beat	0.0	1.0
4D#'\	4B'\	4f#'/	16b\	V65/IV	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
4D#'\	4B'\	4f#'/	16aan\JJ	V65/IV	2.75	M4/4	1.0	off beat	0.0	0.2857142857142857
4E'\	4e'/	4B'/	16ff##\LL	IV	3	M4/4	3.0	strong beat	1.0	0.6666666666666666
4E'\	4e'/	4B'/	16gg#\	IV	3.25	M4/4	1.0	off beat	0.0	0.8
4E'\	4e'/	4B'/	16e\	IV	3.5	M4/4	0.0	off beat	0.0	1.0
4E'\	4e'/	4B'/	16een\JJ	IV	3.75	M4/4	1.0	off beat	0.0	0.8
8E\L	8e/L	8b/L	16gg#\LL	IV	4	M4/4	2.0	weak beat	0.0	0.8
8E\L	8e/L	8b/L	16ee\	IV	4.25	M4/4	1.0	off beat	0.0	0.4
8E\J	8c#/J	8f#/J	16ccc#\	IV	4.5	M4/4	3.0	off beat	0.0	0.8571428571428571
8E\J	8c#/J	8f#/J	16aa#\JJ	IV	4.75	M4/4	1.0	off beat	0.0	0.2857142857142857
8D#/L	8d#/L	2f#/	8bb\L	I6	1	M4/4	3.0	strong beat	1.0	0.3333333333333333
8AA#/	8A#/	2f#/	8ccc#\	I6	1.5	M4/4	3.0	off beat	0.0	0.3333333333333333
8BB/	8B/	2f#/	8ddd#\	I6	2	M4/4	3.0	weak beat	0.0	0.3333333333333333
8C#/J	8c#/J	2f#/	8eee\J	I6	2.5	M4/4	3.0	off beat	0.0	0.3333333333333333
4D#\	8d#/L	4B/	8fff#\L	I6	3	M4/4	4.0	strong beat	0.0	0.6666666666666666
4D#\	8b/	4B/	8ggg#\	I6	3.5	M4/4	2.0	off beat	0.0	0.5714285714285714
8D#\L	8b/	8ff#\L	8aaan\	V65/IV	4	M4/4	2.0	weak beat	1.0	1.0
8D#\J	8b/J	8ff#\J	8aaa\J	V65/IV	4.5	M4/4	0.0	off beat	0.0	1.0
2.D#\	2.b\	2.ff#\	2.aaa\	V65/IV	1	M4/4	0.0	strong beat	0.0	0.0
1r	1r	8.ee\L	8.gg#\L	IV	1	M4/4	2.0	strong beat	1.0	0.0
1r	1r	16dd#\Jk	16ff##\Jk	IV	1.75	M4/4	2.0	off beat	0.0	0.0
1r	1r	16ee\LL	16gg#\LL	IV	2	M4/4	2.0	weak beat	0.0	0.0
1r	1r	16dd#\	16ff##\	IV	2.25	M4/4	2.0	off beat	0.0	0.0
1r	1r	16ee\	16gg#\	IV	2.5	M4/4	2.0	off beat	0.0	0.0
1r	1r	16dd#\JJ	16ff##\JJ	IV	2.75	M4/4	2.0	off beat	0.0	0.0
1r	1r	8ee\L	8gg#\L	IV	3	M4/4	2.0	strong beat	0.0	1.0
1r	1r	8ee\	8gg#\	IV	3.5	M4/4	0.0	off beat	0.0	0.0
1r	1r	8dd#\	8ff#\	IV	4	M4/4	2.0	weak beat	0.0	0.0
1r	1r	8cc#\J	8ee\J	IV	4.5	M4/4	2.0	off beat	0.0	0.0
8F#\L	8f#/L	16b\LK	16dd#\LK	C64	1	M4/4	4.0	strong beat	1.0	0.8
8F#\L	8f#/L	8.dd#\J	8.ff#\J	C64	1.25	M4/4	1.0	off beat	0.0	1.0
8F#\	8f#/	8.dd#\J	8.ff#\J	C64	1.5	M4/4	0.0	off beat	0.0	1.0
8F#\	8f#/	8dd#\L	8ff#\L	C64	2	M4/4	0.0	weak beat	0.0	0.4
8F#\J	8f#/J	8b\J	32ee\LL	C64	2.5	M4/4	2.0	off beat	0.0	0.6666666666666666
8F#\J	8f#/J	8b\J	32dd#\	C64	2.625	M4/4	1.0	off beat	0.0	0.6666666666666666
8F#\J	8f#/J	8b\J	32cc#\	C64	2.75	M4/4	1.0	off beat	0.0	0.8
8F#\J	8f#/J	8b\J	32b\JJJ	C64	2.875	M4/4	0.0	off beat	0.0	0.8
8F#\L	8f#/L	8b/L	2cc#\	V	3	M4/4	1.0	strong beat	1.0	1.0
8F#\	8f#/	8b/	2cc#\	V	3.5	M4/4	0.0	off beat	0.0	0.5714285714285714
8F#\	8e/	8a#/	2cc#\	V	4	M4/4	2.0	weak beat	0.0	1.0
8F#\J	8e/J	8a#/J	2cc#\	V	4.5	M4/4	0.0	off beat	0.0	0.2857142857142857
4D#\	4d#/	4B\	24ff#\LL	I6	1	M4/4	4.0	strong beat	1.0	0.6666666666666666
4D#\	4d#/	4B\	24gg#\	I6	1.16667	M4/4	1.0	off beat	0.0	0.6666666666666666
4D#\	4d#/	4B\	24ff#\	I6	1.33333	M4/4	1.0	off beat	0.0	0.8
4D#\	4d#/	4B\	24dd#\	I6	1.5	M4/4	1.0	off beat	0.0	0.8
4D#\	4d#/	4B\	24cc#\	I6	1.66667	M4/4	1.0	off beat	0.0	0.8
4D#\	4d#/	4B\	24b\JJ	I6	1.83333	M4/4	1.0	off beat	0.0	0.0
8r	8r	8r	24a#\LL	I6	2	M4/4	1.0	weak beat	0.0	0.0
8r	8r	8r	24g#\	I6	2.16667	M4/4	1.0	off beat	0.0	0.0
8r	8r	8r	24f#\	I6	2.33333	M4/4	1.0	off beat	0.0	0.4
8F#\	8A#\	8c#\	24ee\	V7	2.5	M4/4	4.0	off beat	1.0	0.75
8F#\	8A#\	8c#\	24dd#\	V7	2.66667	M4/4	1.0	off beat	0.0	0.8571428571428571
8F#\	8A#\	8c#\	24cc#\JJ	V7	2.83333	M4/4	1.0	off beat	0.0	0.3333333333333333
4D#\	4B\	4B\	24ff#\LL	I6	3	M4/4	3.0	strong beat	1.0	0.6666666666666666
4D#\	4B\	4B\	24gg#\	I6	3.16667	M4/4	1.0	off beat	0.0	0.6666666666666666
4D#\	4B\	4B\	24ff#\	I6	3.33333	M4/4	1.0	off beat	0.0	0.8
4D#\	4B\	4B\	24dd#\	I6	3.5	M4/4	1.0	off beat	0.0	0.8
4D#\	4B\	4B\	24cc#\	I6	3.66667	M4/4	1.0	off beat	0.0	0.8
4D#\	4B\	4B\	24b\JJ	I6	3.83333	M4/4	1.0	off beat	0.0	0.0
8r	8r	8r	24a#\LL	I6	4	M4/4	1.0	weak beat	0.0	0.0
8r	8r	8r	24g#\	I6	4.16667	M4/4	1.0	off beat	0.0	0.0
8r	8r	8r	24f#\	I6	4.33333	M4/4	1.0	off beat	0.0	0.4
8F#\	8A#\	8c#\	24ee\	V7	4.5	M4/4	4.0	off beat	1.0	0.75
8F#\	8A#\	8c#\	24dd#\	V7	4.66667	M4/4	1.0	off beat	0.0	0.8571428571428571
8F#\	8A#\	8c#\	24cc#\JJ	V7	4.83333	M4/4	1.0	off beat	0.0	0.3333333333333333
4D#'\	4B'\	4B'\	24ff#\LL	I6	1	M4/4	3.0	strong beat	1.0	0.6666666666666666
4D#'\	4B'\	4B'\	24gg#\	I6	1.16667	M4/4	1.0	off beat	0.0	0.6666666666666666
4D#'\	4B'\	4B'\	24ff#\	I6	1.33333	M4/4	1.0	off beat	0.0	0.8
4D#'\	4B'\	4B'\	24dd#\	I6	1.5	M4/4	1.0	off beat	0.0	0.8
4D#'\	4B'\	4B'\	24cc#\	I6	1.66667	M4/4	1.0	off beat	0.0	0.8
4D#'\	4B'\	4B'\	24b\JJ	I6	1.83333	M4/4	1.0	off beat	0.0	0.8
4D#'\	4B'\	4f#'/	24bb\LL	I6	2	M4/4	2.0	weak beat	0.0	0.8571428571428571
4D#'\	4B'\	4f#'/	24aa#\	I6	2.16667	M4/4	1.0	off beat	0.0	0.8571428571428571
4D#'\	4B'\	4f#'/	24bb\	I6	2.33333	M4/4	1.0	off beat	0.0	1.0
4D#'\	4B'\	4f#'/	24ff#\	V65/IV	2.5	M4/4	1.0	off beat	1.0	0.8571428571428571
4D#'\	4B'\	4f#'/	24gg#\	V65/IV	2.66667	M4/4	1.0	off beat	0.0	0.75
4D#'\	4B'\	4f#'/	24aan\JJ	V65/IV	2.83333	M4/4	1.0	off beat	0.0	0.2857142857142857
4E'\	4B'\	4g#'/	24gg#\LL	IV	3	M4/4	3.0	strong beat	1.0	0.8571428571428571
4E'\	4B'\	4g#'/	24ff#\	IV	3.16667	M4/4	1.0	off beat	0.0	0.8571428571428571
4E'\	4B'\	4g#'/	24gg#\	IV	3.33333	M4/4	1.0	off beat	0.0	1.0
4E'\	4B'\	4g#'/	24g#\	IV	3.5	M4/4	0.0	off beat	0.0	0.8571428571428571
4E'\	4B'\	4g#'/	24f#\	IV	3.66667	M4/4	1.0	off beat	0.0	0.8571428571428571
4E'\	4B'\	4g#'/	24e\JJ	IV	3.83333	M4/4	1.0	off beat	0.0	1.0
8E\L	8e/L	8b/L	24gg#\LL	IV	4	M4/4	2.0	weak beat	0.0	0.6666666666666666
8E\L	8e/L	8b/L	24ff#\	IV	4.16667	M4/4	1.0	off beat	0.0	0.8
8E\L	8e/L	8b/L	24ee\	IV	4.33333	M4/4	1.0	off beat	0.0	0.4
8E\J	8c#/J	8f#/J	24eee\	V42	4.5	M4/4	3.0	off beat	1.0	1.0
8E\J	8c#/J	8f#/J	24ccc#\	V42	4.66667	M4/4	1.0	off beat	0.0	0.8571428571428571
8E\J	8c#/J	8f#/J	24aa#\JJ	V42	4.83333	M4/4	1.0	off beat	0.0	0.2857142857142857
8D#/L	8d#/L	2f#/	24bb\LL	I6	1	M4/4	3.0	strong beat	1.0	1.0
8D#/L	8d#/L	2f#/	24bb\	I6	1.16667	M4/4	0.0	off beat	0.0	1.0
8D#/L	8d#/L	2f#/	24bb\	I6	1.33333	M4/4	0.0	off beat	0.0	0.2857142857142857
8AA#/	8e/	2f#/	24ccc#\	V65	1.5	M4/4	3.0	off beat	1.0	1.0
8AA#/	8e/	2f#/	24ccc#\	V65	1.66667	M4/4	0.0	off beat	0.0	1.0
8AA#/	8e/	2f#/	24ccc#\JJ	V65	1.83333	M4/4	0.0	off beat	0.0	0.2857142857142857
8BB/	8d#/	2f#/	24ddd#\LL	I	2	M4/4	3.0	weak beat	1.0	1.0
8BB/	8d#/	2f#/	24ddd#\	I	2.16667	M4/4	0.0	off beat	0.0	1.0
8BB/	8d#/	2f#/	24ddd#\	I	2.33333	M4/4	0.0	off beat	0.0	0.3333333333333333
8C#/J	8c#/J	2f#/	24eee\	V64	2.5	M4/4	3.0	off beat	1.0	1.0
8C#/J	8c#/J	2f#/	24eee\	V64	2.66667	M4/4	0.0	off beat	0.0	1.0
8C#/J	8c#/J	2f#/	24eee\JJ	V64	2.83333	M4/4	0.0	off beat	0.0	0.3333333333333333
4D#\	8B/L	4B/	24fff#\LL	I6	3	M4/4	3.0	strong beat	1.0	1.0
4D#\	8B/L	4B/	24fff#\	I6	3.16667	M4/4	0.0	off beat	0.0	1.0
4D#\	8B/L	4B/	24fff#\	I6	3.33333	M4/4	0.0	off beat	0.0	0.6666666666666666
4D#\	8b/	4B/	24ggg#\	I6	3.5	M4/4	2.0	off beat	0.0	1.0
4D#\	8b/	4B/	24ggg#\	I6	3.66667	M4/4	0.0	off beat	0.0	1.0
4D#\	8b/	4B/	24ggg#\JJ	I6	3.83333	M4/4	0.0	off beat	0.0	0.2857142857142857
8D#\L	8ccn/	8ff#\L	24aaan\LL	viio7/IV	4	M4/4	3.0	weak beat	1.0	1.0
8D#\L	8ccn/	8ff#\L	24aaa\	viio7/IV	4.16667	M4/4	0.0	off beat	0.0	1.0
8D#\L	8ccn/	8ff#\L	24aaa\	viio7/IV	4.33333	M4/4	0.0	off beat	0.0	1.0
8D#\J	8cc/J	8ff#\J	24aaa\	viio7/IV	4.5	M4/4	0.0	off beat	0.0	1.0
8D#\J	8cc/J	8ff#\J	24aaa\	viio7/IV	4.66667	M4/4	0.0	off beat	0.0	1.0
8D#\J	8cc/J	8ff#\J	24aaa\JJ	viio7/IV	4.83333	M4/4	0.0	off beat	0.0	1.0
2.D#\	2.ccn\	2.ff#\	2.aaa\	viio7/IV	1	M4/4	0.0	strong beat	0.0	0.0
1r	1r	8.ee\L	8.gg#\L	IV	1	M4/4	2.0	strong beat	1.0	0.0
1r	1r	16dd#\Jk	16ff##\Jk	IV	1.75	M4/4	2.0	off beat	0.0	0.0
1r	1r	16ee\LL	16gg#\LL	IV	2	M4/4	2.0	weak beat	0.0	0.0
1r	1r	16dd#\	16ff##\	IV	2.25	M4/4	2.0	off beat	0.0	0.0
1r	1r	16ee\	16gg#\	IV	2.5	M4/4	2.0	off beat	0.0	0.0
1r	1r	16dd#\JJ	16ff##\JJ	IV	2.75	M4/4	2.0	off beat	0.0	0.0
1r	1r	8ee\L	8gg#\L	IV	3	M4/4	2.0	strong beat	0.0	1.0
1r	1r	8ee\	8gg#\	IV	3.5	M4/4	0.0	off beat	0.0	0.0
1r	1r	8dd#\	8ff#\	IV	4	M4/4	2.0	weak beat	0.0	0.0
1r	1r	8cc#\J	8ee\J	IV	4.5	M4/4	2.0	off beat	0.0	0.0
8F#\L	2f#/	2b\	2dd#\	C64	1	M4/4	4.0	strong beat	1.0	1.0
8F#\	2f#/	2b\	2dd#\	C64	1.5	M4/4	0.0	off beat	0.0	1.0
8F#\	2f#/	2b\	2dd#\	C64	2	M4/4	0.0	weak beat	0.0	1.0
8F#\J	2f#/	2b\	2dd#\	C64	2.5	M4/4	0.0	off beat	0.0	0.0
8F##\L	2e/	2a#/	2cc#\	V7	3	M4/4	4.0	strong beat	1.0	1.0
8F##\	2e/	2a#/	2cc#\	V7	3.5	M4/4	0.0	off beat	0.0	1.0
8F##\	2e/	2a#/	2cc#\	V7	4	M4/4	0.0	weak beat	0.0	1.0
8F##\J	2e/	2a#/	2cc#\	V7	4.5	M4/4	0.0	off beat	0.0	0.0
2G#\	4d#/	8f#/L	2b#\	V7/V/V	1	M4/4	4.0	strong beat	1.0	0.8571428571428571
2G#\	4d#/	8g#/	2b#\	V7/V/V	1.5	M4/4	1.0	off beat	0.0	0.6666666666666666
2G#\	2g#/	8a/	2b#\	V7/V/V	2	M4/4	1.0	weak beat	0.0	0.6666666666666666
2G#\	2g#/	8f#/J	2b#\	V7/V/V	2.5	M4/4	1.0	off beat	0.0	0.2857142857142857
2C#/	2g#/	2e#/	8bn\L	V/V	3	M4/4	3.0	strong beat	1.0	0.8571428571428571
2C#/	2g#/	2e#/	8cc#\	V/V	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
2C#/	[4c#/	2e#/	8dd#\	V/V	4	M4/4	2.0	weak beat	0.0	0.6666666666666666
2C#/	[4c#/	2e#/	8b\J	V/V	4.5	M4/4	1.0	off beat	0.0	0.2857142857142857
2F#\	4c#/]	8e/L	2a#/	V7	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
2F#\	4c#/]	8f#/	2a#/	V7	1.5	M4/4	1.0	off beat	0.0	0.6666666666666666
2F#\	2f#/	8g#/	2a#/	V7	2	M4/4	1.0	weak beat	0.0	0.6666666666666666
2F#\	2f#/	8e/J	2a#/	V7	2.5	M4/4	1.0	off beat	0.0	0.2857142857142857
2BB/	2f#/	2d#/	8an\L	V7/IV	3	M4/4	3.0	strong beat	1.0	0.8571428571428571
2BB/	2f#/	2d#/	8b\	V7/IV	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2BB/	4f#/	2d#/	8cc#\	V7/IV	4	M4/4	1.0	weak beat	0.0	0.75
2BB/	4f#/	2d#/	8a\J	V7/IV	4.5	M4/4	1.0	off beat	0.0	0.0
8E/L	8e/L	8e\L	[4g#/	IV	1	M4/4	3.0	strong beat	1.0	1.0
8EE/J	8e/J	8gg#\J	[4g#/	IV	1.5	M4/4	2.0	off beat	0.0	1.0
4EE/	4e/	4gg#\	32g#\LLL]	IV	2	M4/4	0.0	weak beat	0.0	0.8
4EE/	4e/	4gg#\	32a\	IV	2.125	M4/4	1.0	off beat	0.0	0.6666666666666666
4EE/	4e/	4gg#\	32b\	IV	2.25	M4/4	1.0	off beat	0.0	0.6666666666666666
4EE/	4e/	4gg#\	32cc#\	IV	2.375	M4/4	1.0	off beat	0.0	0.6666666666666666
4EE/	4e/	4gg#\	32dd#\	IV	2.5	M4/4	1.0	off beat	0.0	0.8
4EE/	4e/	4gg#\	32ee\	IV	2.625	M4/4	1.0	off beat	0.0	0.8
4EE/	4e/	4gg#\	32ff#\	IV	2.75	M4/4	1.0	off beat	0.0	0.8
4EE/	4e/	4gg#\	64gg#\L	IV	2.875	M4/4	0.0	off beat	0.0	0.8
4EE/	4e/	4gg#\	64aa#\JJJJ	IV	2.9375	M4/4	1.0	off beat	0.0	0.0
2r	2r	2r	4bb\	IV	3	M4/4	1.0	strong beat	0.0	0.0
2r	2r	2r	16aa#\LL	IV	4	M4/4	1.0	weak beat	0.0	0.0
2r	2r	2r	16gg#\	IV	4.25	M4/4	1.0	off beat	0.0	0.0
2r	2r	2r	16ff#\	IV	4.5	M4/4	1.0	off beat	0.0	0.0
2r	2r	2r	16ee\JJ	IV	4.75	M4/4	1.0	off beat	0.0	0.0
8F#\L	8f#/L	16b\LK	16dd#\LK	C64	1	M4/4	4.0	strong beat	1.0	0.8
8F#\L	8f#/L	8.dd#\J	8.ff#\J	C64	1.25	M4/4	1.0	off beat	0.0	1.0
8F#\	8f#/	8.dd#\J	8.ff#\J	C64	1.5	M4/4	0.0	off beat	0.0	1.0
8F#\	8f#/	8dd#\L	8ff#\L	C64	2	M4/4	0.0	weak beat	0.0	0.4
8F#\J	8f#/J	8b\J	32ee\LL	C64	2.5	M4/4	2.0	off beat	0.0	0.6666666666666666
8F#\J	8f#/J	8b\J	32dd#\	C64	2.625	M4/4	1.0	off beat	0.0	0.6666666666666666
8F#\J	8f#/J	8b\J	32cc#\	C64	2.75	M4/4	1.0	off beat	0.0	0.8
8F#\J	8f#/J	8b\J	32b\JJJ	C64	2.875	M4/4	0.0	off beat	0.0	0.8
8F#\L	8f#/L	8b/L	2cc#\	V7	3	M4/4	1.0	strong beat	1.0	1.0
8F#\	8f#/	8b/	2cc#\	V7	3.5	M4/4	0.0	off beat	0.0	0.6666666666666666
8F#\	8f#/	8a#/	2cc#\	V7	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
8F#\J	8A#/J	8e/J	2cc#\	V7	4.5	M4/4	2.0	off beat	0.0	0.0
[1BB	8B/L	8d#/L	4.b\	I	1	M4/4	4.0	strong beat	1.0	0.4
[1BB	8c#/	8e/	4.b\	I	1.5	M4/4	2.0	off beat	0.0	0.3333333333333333
[1BB	8d#/	8f#/	4.b\	I	2	M4/4	2.0	weak beat	0.0	0.8571428571428571
[1BB	8f#/J	8a/J	8dd#\	I	2.5	M4/4	2.0	off beat	0.0	0.2857142857142857
[1BB	4.e/	4.g#/	8ee\L	IV64	3	M4/4	3.0	strong beat	1.0	0.8571428571428571
[1BB	4.e/	4.g#/	8ff#\	IV64	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
[1BB	4.e/	4.g#/	8gg#\	IV64	4	M4/4	1.0	weak beat	0.0	0.5714285714285714
[1BB	8c#/	8e/	8a#\J	viio6	4.5	M4/4	2.0	off beat	1.0	0.3333333333333333
1BB_	8B/L	8d#/L	4.b\	I	1	M4/4	3.0	strong beat	1.0	0.4
1BB_	8c#/	8e/	4.b\	I	1.5	M4/4	2.0	off beat	0.0	0.3333333333333333
1BB_	8d#/	8f#/	4.b\	I	2	M4/4	2.0	weak beat	0.0	0.8571428571428571
1BB_	8f#/J	8a/J	8d#/	I	2.5	M4/4	1.0	off beat	0.0	0.2857142857142857
1BB_	4.e/	4.g#/	8e\L	IV64	3	M4/4	2.0	strong beat	1.0	0.8571428571428571
1BB_	4.e/	4.g#/	8f#\	IV64	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1BB_	4.e/	4.g#/	8g#\	IV64	4	M4/4	0.0	weak beat	0.0	0.5714285714285714
1BB_	8c#/	8e/	8A#\J	viio6	4.5	M4/4	2.0	off beat	1.0	1.0
2.BB/]	2c#/	2e/	2A#\	I	1	M4/4	0.0	strong beat	1.0	0.3333333333333333
2.BB/]	4B/	4d#/	4B\	I	3	M4/4	2.0	strong beat	0.0	0.0
2.r	2.r	2.r	16f/LL	I	3.5	M6/8	1.0	off beat	1.0	0.0
2.r	2.r	2.r	16a/JJ	I	3.75	M6/8	1.0	off beat	0.0	0.5
4F\	4A\	4f/	8cc\L	I	1	M6/8	4.0	strong beat	0.0	1.0
4F\	4A\	4f/	8cc\	I	1.5	M6/8	0.0	off beat	0.0	0.2857142857142857
8G\	8B-\	8e/	8cc\J	V43	2	M6/8	3.0	off beat	1.0	0.2857142857142857
4F\	4A\	4f/	8.cc\L	I	2.5	M6/8	3.0	weak beat	1.0	0.6666666666666666
4F\	4A\	4f/	16bn\K	I	3.25	M6/8	1.0	off beat	0.0	0.0
8G\	8B-\	8e/	8cc\J	V43	3.5	M6/8	4.0	off beat	1.0	0.2857142857142857
4F\	4A\	4f/	8.cc\L	I	1	M6/8	3.0	strong beat	1.0	0.6666666666666666
4F\	4A\	4f/	16bn\K	I	1.75	M6/8	1.0	off beat	0.0	0.0
8G\	8B-\	8e/	8cc\J	V43	2	M6/8	4.0	off beat	1.0	0.2857142857142857
4F\	4A\	4f/	8.cc\L	I	2.5	M6/8	3.0	weak beat	1.0	0.6666666666666666
4F\	4A\	4f/	16b\K	I	3.25	M6/8	1.0	off beat	0.0	0.0
8G\	8B-\	8e/	8cc\J	V43	3.5	M6/8	4.0	off beat	1.0	0.2857142857142857
8F\L	8A/L	8f/L	4cc\	I	1	M6/8	3.0	strong beat	1.0	1.0
8F\	8c/	8a/	4cc\	I	1.5	M6/8	2.0	off beat	0.0	1.0
8F\J	8c/J	8a/J	8ff\	I	2	M6/8	1.0	off beat	0.0	1.0
8F\L	8c/L	8a/L	4ff\	I	2.5	M6/8	0.0	weak beat	0.0	1.0
8F\	8c/	8a/	4ff\	I	3	M6/8	0.0	off beat	0.0	1.0
8F\J	8c/J	8a/J	8aa\	I	3.5	M6/8	1.0	off beat	0.0	1.0
8F\L	8c/L	8a/L	4aa\	I	1	M6/8	0.0	strong beat	0.0	1.0
